date,mission,description
25-May-12,Somalia, (UNSOA)  TFG-allied forces announced earlier today that its troops have seized AFGOYE; media continues to report massive population displacements towards MOGADISHU in anticipation of continued fighting in the area.  
25-May-12,UNMIK,"  The Mission reports that K-Serb municipal representatives have described yesterday’s announcement on the establishment of an administrative office in northern Mitrovica (MNAO) as provocative. Meanwhile, a KFOR convoy en route to the Gate 1 border crossing in northern Kosovo was stone-pelted early this morning near ZVECAN by a group of K-Serbs; no casualties were reported, but a number of KFOR vehicles sustained damage. Media report that the suspected mastermind behind organ trafficking during and after the 1999 war has been arrested.  "
25-May-12,UNOCI,"  The Mission reports that former FDS-CI General Philippe Mangou was appointed Côte d’Ivoire’s ambassador to Gabon at a council of ministers meeting held this past Wednesday. Separately, UNOCI reports violent clashes between Burkinabé and Guéré youths that same day in DAI, and between Baoulé and Guéré youths in nearby PAHOUBLI (both in Moyen Cavally region), during free food distribution by INGO Caritas; peacekeepers helped Ivorian security personnel restore calm in the area.  "
25-May-12,MONUSCO,  The Mission is investigating recent reports of armed group reprisal attacks against civilians in North Kivu’s Masisi and Walikale territories. Yesterday separately saw FARDC soldiers’ spouses organize an anti-MONUSCO demonstration in KANYABAYONGA (Lubero territory) in protest of the alleged lack of Mission support to FARDC operations in the area.  
25-May-12,UNMIL,  Yesterday saw peacekeepers join a team of Liberian officials and Sierra Leonean officials patrol several areas along the Grand Cape Mount county border with Sierra Leone under “Operation Loko”.    
25-May-12,UNMOGIP,"  Separatist leaders criticized a report issued yesterday by a panel of Indian interlocutors containing recommendations on promoting peace in IAK. The report suggests, inter alia, that the Indian government should review the application of military laws in certain areas.  "
25-May-12,MINUSTAH,"  Yesterday saw President Martelly reiterate his intent to have constitutional amendments published soon to visiting ECOSOC delegates; he also indicated his commitment to organise elections, and reinforce the capacities of the HNP instead of immediately remobilising the FAdH. In a statement issued yesterday, OCHA officials warned of preventable cholera- and hurricane season-related fatalities due to lack of funding.       "
24-May-12,UNSMIS,"  Media reports that Syria's newly elected parliament began its first session today. SNC sources were cited yesterday saying that SNC President Ghalioun had formally tendered his resignation but would serve until the appointment of a new president at an upcoming meeting on 09-10 June. The Mission reported this morning that a rocket-propelled grenade hit UNSMIS premises in HAMA late last night; no UN personnel were injured, and there are currently no indications that the team site was targeted. Violence continues unabated; media refers to a renewed SAF offensive in RASTAN yesterday, and government shelling in AL-KHALDIYYAH and HOMS. That same day reportedly also saw Syrian security forces fire on protestors in ALEPPO, and three people killed in an explosion near the international airport in DAMASCUS. Today, media reports heavy gunfire in several of HAMA’s neighbourhoods. Meanwhile, there is media interest today in a UN commission of inquiry report suggesting that Syrian government security forces are responsible for the majority of human rights violations in Syria since March this year, but also documenting killings and torture carried out by opposition groups.   "
24-May-12,MONUSCO,"  Yesterday saw Congolese lawmakers discuss the National Assembly’s government oversight role in a dedicated plenary session. Separately, in statements issued yesterday, March 23 movement leaders accused the FARDC of recruiting FDLR elements, called on the government to cease its military offensive in the Kivus, and urged MONUSCO to seek a peaceful solution to the conflict. Meanwhile, the Mission reports that ongoing fighting between FARDC troops and Mayi Mayi (Cheka)/NDC cadres along the KEMBE-KIBUA axis in North Kivu’s Walikale territory has resulted in massive population displacements. In Rutshuru territory, meanwhile, FARDC troops continued engaging Col. Makenga-affiliated elements yesterday in BUGUSA and BIKENGE; some 600 additional FARDC soldiers have recently arrived in RUTSHURU.   "
24-May-12,UNMIL,"  President Johnson Sirleaf and Botswana’s President Ian Khama signed a Bilateral Partnership Framework agreement covering security and defence aspects, among a range of other issues, yesterday. Following the release of the provisional list of candidates for Montserrado county by-elections on 03 July, NEC officials yesterday rejected the nomination of a CDC aspirant who ostensibly missed the registration deadline. Yesterday also saw Liberian government and UNMIL officials discuss cross-border security issues and civilian collaboration between Côte d’Ivoire and Liberia.   "
24-May-12,UNOCI,"  ICC officials announced yesterday that the court will be opening an office in ABIDJAN. Also yesterday, some 44 Liberian refugees reportedly gathered in front of UNHCR premises in that city, ostensibly to seek assistance to be moved to a safe haven. Meanwhile, the Mission reported that seven of the gendarmes involved in the Agban camp incident during post-electoral unrest last year were provisionally released following hearings with an investigative judge between 16 and 22 May. UNOCI is sensitizing the local population for upcoming weapon collection efforts in ABIDJAN on 30-31 May.  "
24-May-12,Somalia," (UNSOA)  Roadmap signatories gathered in ADDIS ABABA over the past three days reportedly reached agreement on the final draft constitution; participants also agreed, inter alia, that the selection of National Constituent Assembly (NCA) delegates must be finalized by 20 June 2012, and that of New Federal Parliament (NFP) members no later than 15 July 2012. A Technical Selection Committee (comprised of 27 Somalis, two UNPOS officials, and seven international observers) will assist traditional elders in ensuring that NCA and NFP nominees are Garowe II criteria-compliant.   "
24-May-12,MINUSTAH,"  Haitian officials shared word this past Tuesday that the government plans to continue its dialogue with ex-FAdH elements, pay pension arrears to eligible members, and address the needs of young recruits. As follow up to previous mention, the HNP-led operation against ex-FAdH elements in OUANAMINTHE (North-east department) yesterday revealed that the base had been vacated. Separately, the Mission belatedly reported that a formed police unit element was fired upon by unidentified individuals as they tried to break into Mission military premises in PORT-AU-PRINCE this past Tuesday; the suspects fled after the peacekeeper fired warning shots, and no injuries were reported. Unrest over the lack of electricity was reported in DEMIZAINE (Nippes department) yesterday; UNPOL/FPU personnel supported HNP in dispersing the protestors.   "
24-May-12,UNAMID,"  The Mission reported that youth leaders in the Kalma IDP camp are opposed to a planned WFP verification exercise, ostensibly due to concerns that the organization may reconsider its humanitarian assistance upon revising its IDP population estimates. As follow up to earlier mention, the Mission reported that the Wali of Central Darfur is attempting to defuse tensions between SAF troops and ethnic Aballa in the ZALINGEI area.  "
24-May-12,UNMISS,  The Mission shared GRSS reports that 40 SSPS elements were detained by SAF troops this morning in a border post in MAGENIS (Upper Nile state).   
24-May-12,UNMIK,"  Yesterday saw Prime Minister Thaçi announce the government’s intent to establish an Administrative Office in northern MITROVICA (MNAO), in compliance with the Ahtisaari Plan and planned decentralization.  "
23-May-12,UNSMIS,"  There was widespread media interest yesterday in USG Ladsous’ remarks in DAMASCUS that “a third element” was active in Syria. The Mission reports that protestors spray-painted anti-government inscriptions on a number of UN vehicles during a visit by UNMOs to MA’ARRAT MISRIN yesterday. Also yesterday, UNMOs at the team site in IDLIB report hearing an explosion nearby; local authorities later claimed Syrian security forces were targeted. Yesterday also saw one UN vehicle sustain minor damage in a small IED explosion during a patrol at a village outside DAMASCUS; the UNMOs were unharmed. Meanwhile, an angry crowd prevented UNMOs from visiting ATAREB yesterday. Separately, there are unconfirmed media reports alleging that peacekeepers witnessed Syrian police kill two people in a gathering in AL-BUSAIRA yesterday. Other media reports referred to government security forces carrying a series of raids in DAMASCUS that same day following a bomb attack at a local restaurant. Overall, at least 25 people, mostly civilians, were believed killed in separate incidents across the country yesterday.   "
23-May-12,Lebanon,  Yesterday saw violent protests in BEIRUT after at least 11 Lebanese Shia pilgrims returning from Iran through Syria were allegedly abducted by FSA elements in ALEPPO; the protests reportedly abated after Hezbollah leader Nasrallah appealed for calm.   
23-May-12,UNIFIL,  The Mission reports that civilians were seen photographing and monitoring UNIFIL movements near UN position 6-50 (Sector West) yesterday.  
23-May-12,MINURSO,  Moroccan officials were cited yesterday urging the UNSG to replace PESG Ross.   
23-May-12,MINUSTAH,"  Efforts to take control of ex-FAdH camps continue; there is word that HNP intends to mount an operation against ex-FAdH elements in OUANAMINTHE (North-east department) today. The Mission continues to share mixed reactions to this past weekend’s HNP-led operations, including criticism from senior Inite party members. Meanwhile, in a statement released yesterday, the state prosecutor of PORT-AU-PRINCE asserted that most of those arrested during last Friday’s demonstrations are too young to be ex-FAdH members and that the likely charges to be brought against them would include conspiracy against State security.  "
23-May-12,UNMISS,"  Senior South Sudanese officials were cited by media yesterday accusing the GoS of launching air strikes over the past two days in the disputed area of WAR GUIT; local authorities told UNMISS this morning that the bombings did not occur on those days, but late on Sunday, further claiming that SAF troops then proceeded to seize control of unoccupied land in nearby ATIAK.  "
23-May-12,UNISFA,"  Following a ceremony held yesterday to mark the first anniversary of the displacement of the Ngok Dinka community from the Abyei area, participants issued a memorandum to the UNSC calling on the international community to put more pressure on the Sudanese government to compensate the Ngok Dinka for losses suffered during the displacement. Meanwhile, Mission colleagues are concerned that food insecurity in the ABIEMNOM area will drive larger numbers of refugees to concentrate in RUMMAMIER.   "
23-May-12,UNAMID,"  A South Sudanese UNAMID local staff member was arrested yesterday outside ED DAEIN upon returning from leave in South Sudan without a visa. Separately, UNAMID reports fighting between SAF troops and Aballa tribesmen in the area of ZALINGEI yesterday. Also yesterday, SAF troops denied passage to a UNAMID patrol at a checkpoint in ZAM ZAM.  "
23-May-12,MONUSCO,"  Yesterday saw the Supreme Court publish final legislative election results; that same day, a group of outgoing parliamentarians and legislative candidates requested CENI officials to set new dates for constituencies in Demba, Punia, Ikela, Lomela, Masisi, Kole and Kiri territories.  In eastern DRC, there are unconfirmed reports that over one hundred civilians may have been killed in several retaliatory attacks carried out by Mayi-Mayi Mutomboki and FDLR elements over the past week in south-western areas of Masisi territory (North Kivu). In neighbouring South Kivu, Mission sources reported yesterday that an earlier FARDC ban restricting access to the KALEMIE port area has now been lifted. Far to the north-west, Congolese refugees continue to return from the Republic of Congo; yesterday saw 252 individuals arrive in DONGO.  "
23-May-12,UNOCI,"  President Ouattara dismissed Minister of African Integration Adama Boctogo yesterday over his alleged role in embezzling funds allocated to compensate victims of the 2006 toxic waste dump in ABIDJAN; Minister of Foreign Affairs Daniel Kablan Duncan will replace him in the interim. In other news, the Mission reported that former local IEC administrators demonstrated in protest of unpaid indemnities in front of IEC HQ premises in ABIDJAN yesterday. According to OCHA, several people were injured yesterday during land dispute-driven clashes in DIDOBOKE, close to the Liberian border.   "
23-May-12,West Africa,  Yesterday saw military junta leaders in Guinea-Bissau agree to a return to civilian rule and the nomination of new interim Cabinet members by presidential decree.  
23-May-12,Somalia, (UNSOA)  Local media reported yesterday that Roadmap signatories met with international stakeholders in ADDIS ABABA this past Monday to discuss National Constituent Assembly and MP member selection process.  
23-May-12,UNMIK,  The Mission reports that initial reactions to Tomislav Nikoli?’s victory in recent Serbian presidential elections show that political actors do not expect many changes in that country’s policy towards Kosovo  
23-May-12,UNMIT,  UNMIT belatedly reports that the list of political parties and coalition candidates that will participate in the 07 July legislative elections was published this past Monday.  
23-May-12,UNMOGIP,  The Mission has received belated complaints from Pakistani authorities alleging cross-LoC fire by Indian troops in Poonch district this past Monday. 
22-May-12,UNMISS,"  AUHIP Chairman Mbeki told media yesterday that a new date for the resumption of post-secession negotiations could be determined within the week. UNMISS, meanwhile, reports the recent deployment of SPLA weaponry to Unity state’s TISHWIN area. Separately, Mission sources report that six Ethiopians involved in recent clashes with SPLA troops in Pochalla county have since been flown to JUBA; the governor of Jonglei state has requested UNMISS support in assessing the security situation in the refugee camps harbouring ethnic Anyuak along the county’s border with Ethiopia to help defuse tensions. Elsewhere in the state, disarmament efforts continue; according to SPLA sources, 15,000 weapons have so far been collected state-wide. In PIBOR, disarmament is complete, but SPLA troops continue to search for weapons amidst the Murle community. In other news, the governor of Lakes state told UNMISS yesterday that (recently established, and unmonitored) community police elements in neighbouring Warrap and Unity states have been carrying out cross-border cattle raids.   "
22-May-12,UNISFA,"  Local media reported that hundreds of people demonstrated across South Sudan yesterday, in protest of continued SAF presence in Abyei.   "
22-May-12,UNAMID,"  Following a recent spike in violent break-in incidents in NYALA, Sudanese intelligence (NISS) officials proposed yesterday the establishment of a GoS/UNAMID Joint Operations Centre in that town. Separately, the Mission reports that a verification patrol was denied passage to MASSALIT yesterday. Earlier today, MSF officials accused the Sudanese government of restricting humanitarian work in parts of Northern Darfur, forcing the INGO to suspend operations.  "
22-May-12,UNSMIS,"  According to a presidential decree issued yesterday, the People's Assembly is scheduled to convene this Thursday for its first legislative term under the new constitution. UNSMIS reports that an UNMO vehicle sustained small arms fire during a patrol in HOMS yesterday; only minor damage was reported. The Mission separately informs that a UN vehicle missing since last week’s IED incident in KHAN CHEIKHOUN has been retrieved. Meanwhile, media reports refer to at least 20 people killed yesterday in clashes between Syrian troops and rebels in the southern and central regions of the country. Earlier today, at least 18 Syrian soldiers were reportedly killed during clashes with rebels near the Syrian-Turkish border (Idlib governorate). UNHCR estimates that there are currently 60,438 registered Syrian refugees residing in neighbouring countries.   "
22-May-12,Lebanon,"  There is relative calm in BEIRUT today following clashes between pro- and anti-Assad factions over the past few days. However, protestors continue to maintain road blocks in Lebanon's northern Akkar region in the wake of this past weekend’s killing of a Sunni Muslim cleric by LAF soldiers.   "
22-May-12,UNDOF,"  The Mission continues to report the presence of armed Syrian police personnel in civilian attire, most recently yesterday at checkpoint near UN position 37, within the AoS.   "
22-May-12,MINUSTAH,"  The past weekend saw the Mission support HNP in taking control of several camps occupied by ex-FAdH elements in CROIX-DES-BOUQUETS, CARREFOUR (both in West department), CAP-HAÏTIEN (North department) and LAS CAHOBAS (Centre department); efforts are underway to take control of all remaining such camps. Meanwhile, a self-appointed ex-FAdH spokesperson called yesterday for the release of members arrested last Friday. Also yesterday, former Senator Latortue was cited urging the defence minister and lawmakers to rapidly address the grievances of the former soldiers and restore the Haitian army.   "
22-May-12,West Africa,  Media reported that Mali's interim leader Dioncounda Traoré was briefly hospitalized yesterday after he was assaulted by demonstrators protesting a deal struck earlier that day under ECOWAS-AU-UN mediation that foresees a 12-month democratic transition period led by Mr. Traoré.   
22-May-12,MONUSCO,"  Yesterday saw the election of National Assembly standing committee executive bureau members. Separately, the Mission reports continued fighting in disparate locations of North Kivu, including clashes between Col. Makenga-affiliated elements and FARDC troops in and around RUNYONI yesterday; MONUSCO is dispatching troop reinforcements to the nearby BUNAGANA and RUMANGABO areas.  "
22-May-12,UNOCI,"  Visiting UNSC delegation notables met with UN and Ivorian senior officials yesterday in ABIDJAN to discuss, inter alia, possible Mission support to upcoming local elections. Also yesterday, UNOCI DDR officials met with local Commission Nationale de Lutte contre la Prolifération et la Circulation Illicite des Armes Légères et de Petit Calibre stakeholders to present a weapons collection plan for the next three months.   "
22-May-12,UNMIL,"  NEC officials announced yesterday that six independent and three party-affiliated candidates would contest upcoming Montserrado county (district 11) by-elections on 03 July. The NEC, however, has yet to resolve whether the (allegedly late) registration of the (opposition) CDC candidate will allow him to run for office.   "
22-May-12,UNAMA,"  A NATO summit in CHICAGO closed yesterday with stakeholders confirming the withdrawal of international forces by 2014; attendees reportedly also endorsed post-2014 NATO training and advisory efforts. Mission sources report that a group of armed men targeted a UN mine action implementing partner team site in Kandahar province today, seizing two of its vehicles and burning two others; demining equipment was also stolen.  "
22-May-12,Somalia, (UNSOA)  Media reports the launch of a major TFG-allied troops’ offensive against al-Shabaab positions along the Afgoye corridor today.       
21-May-12,UNSMIS,"  Media reported that the crisis in Syria dominated the G8 meeting held in Maryland (USA) this past Saturday. UNSMIS continues to report explosions and sporadic gunfire (including the presence of Syrian security personnel and heavy weaponry), in the areas where they are deployed. This past Saturday saw a Syrian military complex some 500 meters from an UNMO team site in DEIR EZ-ZOR targeted in a suspected suicide bomb attack; at least six people were killed and another 40 were injured. The Mission also reported an explosion near a UNSMIS convoy (with a senior UNHQ delegation on board) in DAMASCUS yesterday; no UN personnel were injured. Separately, UNSMIS reported that that at least 69 people were killed this past weekend in violence across the country. Media reports this morning refer to nine army deserters killed by government troops outside DAMASCUS; there is also unconfirmed word of shelling by Syrian security forces in HOMS. As of today, a total of 266 UNMOs and 68 international civilian staff members are deployed with UNSMIS.   "
21-May-12,Lebanon,"  Fierce fighting between pro- and anti-Assad groups continued in and around BEIRUT overnight following yesterday’s alleged killing of a Sunni Muslim cleric and a member of the March 14 political coalition by LAF soldiers in northern Lebanon. Protestors burned tires and blocked roads in several areas, and a general strike is expected across Lebanon today. UNIFIL has advised all UN staff to remain vigilant.   "
21-May-12,UNDOF,"  The Mission continues to report the presence of armed Syrian police personnel in civilian attire, most recently this past weekend at checkpoints near UN position 69, within the AoS. Separately, UNTSO patrol movements were restricted by IDF personnel at OP 52 (within the AoS) yesterday; UNDOF will lodge a protest.  "
21-May-12,UNMISS,"  This past Friday saw GRSS chief negotiator Amun call on the UN to impose sanctions on Sudan for failing to comply with UNSC resolution 2046, amid continued SPLA warnings of an imminent SAF offensive in Unity state. In other news, the Mission reported that the four UN and INGO demining staff members arrested near the disputed town of HEGLIG on 28 April were released yesterday from Sudanese custody. In Jonglei state, Mission sources reported violent clashes between SPLA troops and ethnic (Ethiopian) Anyuak at the Pochalla county border with Ethiopia. Separately, there are belated reports of cattle raids by suspected Murle late last week in Twic East and Bor counties. Meanwhile, Mission police sources reported that a UN agency international staff member was severely beaten by (allegedly disgruntled) local security guards at his office in WAU (Western Bahr el-Ghazal state) this past Friday; SSPS personnel intervened and arrested the attackers.  "
21-May-12,Sudan,"  The Arab League’s secretary-general is reported to have arrived in KHARTOUM yesterday for talks with President Bashir. Media separately reports continued IOM-supported efforts to transport the South Sudanese gathered in KOSTI to JUBA, via KHARTOUM.  "
21-May-12,UNAMID,"  Mission patrols continue to face restrictions of movement, most recently near MUWILLA on Saturday.  "
21-May-12,MONUSCO,"  This past Friday saw the inauguration of an International Conference of the Great Lakes Region (ICGLR)-sponsored regional security information centre in GOMA. In North Kivu, the situation remains fluid, with fresh reports of fighting between Mayi-Mayi (Cheka) cadres and FARDC soldiers yesterday in the BUNIYAMPULI area, resulting in massive population displacements towards nearby Mission premises, and prompting MONUSCO to dispatch armed helicopters to the area. There are separate reports of heavy FARDC casualties during clashes with (“March 23”) Col. Makenga-affiliated cadres on Saturday in the JOMBA area, and continued fighting in MBUZI yesterday. Meanwhile, the Mission belatedly reported that a national UNHCR staff member died after he was shot by unidentified assailants in GOMA this past Friday. In South Kivu, the Mission is monitoring ongoing FARDC defection-related military court proceedings in UVIRA. Far to the north-west, Congolese refugees continue to return from the Republic of Congo; this past Friday saw 331 individuals arrive in DONGO.   "
21-May-12,West Africa,"  A joint ECOWAS-AU-UN delegation arrived in Mali yesterday for talks with ruling junta leaders. Separately, yesterday reportedly saw Guinea-Bissau’s junta and political party representatives sign an agreement that media speculated could pave the way out of the crisis, including the creation of a new electoral body.  "
21-May-12,UNOCI,  UNOCI deployed additional troops to BLOLÉQUIN (Moyen Cavally region) this past Saturday following recent land disputes in the area involving rival ethnic groups.   
21-May-12,MINUSTAH,"  As anticipated, there were several anti-MINUSTAH demonstrations in PORT-AU-PRINCE, CAP-HAÏTIEN and LES CAYES on Friday and Saturday led by groups of people in military uniforms; 59 demonstrators were reportedly arrested, and the Mission imposed temporary movement restrictions as a precautionary measure. Separately on Friday, some 300 to 500 locals surrounded two MINUSTAH vehicles (with five UNPOL officers on board) in CARREFOUR (West Department); reinforcements (including HNP) escorted the staff members back to Mission premises. That same day, a team of MINUSTAH military, HNP and UNPOL personnel successfully evicted a group of suspected ex-FAdH elements from a building near LAS CAHOBAS (Centre department).   "
21-May-12,Balkans,"  Serbian nationalist candidate, Tomislav Nikolic, was elected President of Serbia in yesterday’s run-off elections. UNMIK reported that K-Serbs peaceably cast their vote in 28 polling stations around Kosovo.  "
21-May-12,UNMIK,"  Serbian nationalist candidate, Tomislav Nikolic, was elected President of Serbia in yesterday’s run-off elections. UNMIK reported that K-Serbs peaceably cast their vote in 28 polling stations around Kosovo.  "
21-May-12,UNAMA,"  Media reports that international stakeholders are discussing post-2014 Afghan security funding at a two-day NATO summit that opened yesterday in CHICAGO. Meanwhile, at least 13 people were reportedly killed in a suicide bomb attack at an ANP checkpoint in eastern Khost province this past Saturday.   "
21-May-12,UNMOGIP,  Local media report that at least 14 people were injured in two separate grenade attacks in SOPORE and the BATAMALOO area this past Saturday.   
21-May-12,MINURSO,"  Frente Polisario officials were cited this past Friday stating that recent Moroccan government criticism of PESG Ross is “arbitrary, unjustified and an attempt to derail a solution to the conflict”.    "
21-May-12,UNMIT," The Mission reported that Gen.Taur Matan Ruak was sworn in as Timor-Leste’s new president at a ceremony in DILI yesterday, the same day marking the country’s 10th independence anniversary. "
21-May-12,Somalia, (UNSOA)  Media reported that at least seven people were killed this past Saturday in two separate explosions in MOGADISHU. Local media reports also mentioned heavy fighting between al-Shabaab and TFG-allied troops in the area of TAATBA (Lower Juba region) over the weekend.     
18-May-12,UNSMIS,"  There is continued media speculation regarding efforts by third parties to make arms available to Syrian protagonists. Reports refer to weapons being made available from Iranian and North Korean sources (and parallel efforts by a UN sanctions committee). Meanwhile, upwards of 32 people were believed killed yesterday in disparate locations. In HOMS, UNMOs report hearing, over the past 24 hours, sporadic gunfire and more than 100 explosions. Other explosions have been reported in HAMA, armoured vehicles have been observed in DUMA and DEIR EZ-ZOR and tensions are reported in DAR’A. There are unconfirmed reports of government forces continuing to target opposition-held areas in RASTAN. Media sources report today an explosion in ALEPPO, resulting in one soldier believed killed and five others injured, and, most recently, government forces’ opening fire there today in response to anti-government protests. (These developments follow the reported damage of a UN vehicle in student protests in ALEPPO yesterday.)  "
18-May-12,Lebanon,"  A Palestinian militant – the alleged leader of Fatah al-Islam – was among seven people who reportedly escaped from a refugee camp in southern Lebanon earlier this week; Muhammad Tawfiq Taha is accused of involvement in a number of attacks, including against UNIFIL. Continued unrest was reported in TRIPOLI yesterday, with reports of two people killed.  "
18-May-12,Sudan,"  As part of renewed facilitation efforts, AUHIP chairman Mbeki arrived in KHARTOUM late yesterday for talks with President al-Bashir; he is reportedly due to travel to JUBA on Sunday.  "
18-May-12,UNMISS,"  Yesterday saw the confirmed completion of civilian disarmament activity in PATHAI and DUK PADIET. Elsewhere in Unity state, SPLA sources provided updates yesterday on SAF efforts to reinforce defensive works, including the alleged placement of anti-personnel and anti-vehicle mines, near TISHWIN. Peacekeepers returned to BENTIU this past Wednesday following their relocation, due to earlier security concerns, to RUMBEK (in Lakes state).  "
18-May-12,UNISFA,"  International stakeholders renewed calls yesterday for Sudan to withdraw, immediately and without preconditions, its forces from the Abyei area.  "
18-May-12,UNAMID,"  The security situation in and around NYALA (Southern Darfur) is of recent concern. Five staff members were robbed at gunpoint earlier today after assailants broke into their residence; no casualties were reported. There is unconfirmed word of a force of SRF insurgents recently seen south-east of the city, in close proximity to the airport and a government fuel depot. Sudanese HAC officials have denied earlier media speculation that INGOs were to be expelled from ten IDP camps by June of this year.  "
18-May-12,MONUSCO,"  MONUSCO dispatched troop reinforcements and two armed helicopters yesterday in response to FARDC warnings that a mixed group of civilians and Mayi-Mayi intended to attack the Mission presence at OTOBORA, in North Kivu’s Walikale territory. This action was prompted by an attack by suspected FDLR on nearby CHAMBUSHA, which resulted in seven civilians killed and six others injured. The MONUSCO aircraft engaged the force of retreating FDLR combatants with rockets and cannon fire in an effort to prevent further torching of homes and continued attacks on civilians. Elsewhere in the province, FARDC efforts against ex-CNDP combatants continue near RUNYONI, in Rutshuru territory. There is belated word of two instances of rape committed by Congolese troops (in Masisi and Beni territory). Meanwhile, small-scale armed group activity persists in neighbouring South Kivu; an attempt was made yesterday to rob an army vehicle transporting FARDC salaries.  "
18-May-12,MINUSTAH,  There is some concern that today’s National Flag Day festivities may prompt military-style parades. There is belated word of three MINUSTAH vehicles damaged Wednesday when some 500 THOMASSIQUE residents (Centre department) attempted to seize (and lynch) seven persons in HNP custody.  
18-May-12,West Africa,"  Advance elements of an ECOWAS force, expected to replace Angolan troops, arrived in Guinea-Bissau yesterday and set up camp in CUMERE, some 35 km north-east of BISSAU. Other media reports refer to the beginning of ECOWAS mediation efforts, by Burkina Faso’s President Compaore, with armed elements in northern Mali. Earlier this week, humanitarian sources provided updates on estimated IDP and refugee numbers and warned that foot shortages are affecting some 3.5 million people in Mali.  "
18-May-12,UNOCI,"  A two-day weapons collection effort was initiated yesterday in GUIGLO, in collaboration with national and international partners. This past Tuesday saw 40 persons, who had been arrested in March and April on suspicion of threatening State security, released in ABIDJAN.  "
18-May-12,UNMIL,"  A UNSC delegation is due to travel today to Liberia, Côte d’Ivoire and Sierra Leone.  "
18-May-12,Somalia, (UNSOA)  Local media sources cite senior Ethiopian military officials reaffirming their intent to capture KISMAYO and eject al-Shabaab from Somalia’s Bay and Bakol regions.  
18-May-12,MINURSO,  Moroccan officials reportedly accused PESG Ross yesterday of providing “biased and unbalanced guidance”.  
18-May-12,UNMOGIP,"  Indian officials announced yesterday that landmines would be removed from outside eight military camps in northern Kashmir due a perceived reduced risk of suicide attacks. Also yesterday, Indian police claim to have foiled an attempted IED attack in SRINIGAR.  "
18-May-12,UNAMA,"  Two international military personnel were reportedly killed and six others injured in an insurgent rocket strike in eastern Kunar province today. According to other media reports, two individuals accused of providing material support to the Taliban were targeted in American sanctions yesterday.  "
17-May-12,UNSMIS,"  There is breaking news that SNC President Ghalioun has announced his resignation, only two days after his re-election at an SNC gathering in ROME. Yesterday saw the Syrian president opine that the SNC’s call to boycott recent parliamentary elections discredited the coalition. In related news, there is speculation that the Local Coordination Committees may withdraw from the SNC. There was also media interest yesterday in President Assad’s claim that government security forces had captured foreign mercenaries. Meanwhile, yesterday saw at least 15 civilians reportedly killed by Syrian security forces in HOMS. Media reports renewed fighting in RASTAN (Homs governorate) today; there were no immediate reports of casualties.   "
17-May-12,UNDOF,"  The Mission continues to report the presence of Syrian police personnel in the Area of Limitation, and the presence of light machine guns at checkpoints near BRAIKA and JASIN.  "
17-May-12,Lebanon,  Clashes between pro- and anti-Assad factions in TRIPOLI resumed yesterday; media reports referred to at least six people wounded.   
17-May-12,MINUSTAH,"  Prime Minister Lamothe and other Cabinet members were sworn in yesterday in PORT-AU-PRINCE. President Martelly urged the new government to address the need of the poorest Haitians and to concentrate its efforts in five priority areas (employment, environment, rule of law, education and energy). Separately, the Mission reports that, this past Tuesday, Haitian health authorities diagnosed and treated seven cholera cases at Fort Liberté prison (North East Department).  "
17-May-12,MONUSCO,"  Media reports that the Congolese minister of foreign affairs is due to meet his Rwandan counterpart in KIGALI tomorrow. Yesterday saw senior FARDC officials visit RUTSHURU to monitor the status of ongoing operations against deserters, amidst reports of growing numbers of refugees in Uganda and Rwanda. Meanwhile, the CENI continues to hold Technical Committee meetings in preparation for upcoming provincial elections; the next meeting is planned on 25 May. In other election-related news, the Appeals Court in BANDUNDU published the final results of the provincial gubernatorial elections held at the end of last month yesterday, confirming Jean Kamisendu Kutuka (PPRD) as the new governor and Alexis Kiala Tshibamfumu (PALU) as vice-governor. In eastern DRC, Mayi-Mayi cadres reportedly abducted several PNC and Congolese intelligence (ANR) officers in KASUGHO, accusing them of failing to report planned FARDC operations in the area. Separately, The Mission received reports of the alleged rape of eight women on 02 May by suspected FDLR cadres in KARAMBI. In the district of Ituri, Radio Okapi reports that Mayi-Mayi (‘Capt. Morgan’) elements allegedly raped some 30 women in MOLENDE this past Monday, bringing to 70 the number of women raped by similarly affiliated combatants in one week in nearby villages. In other news, WHO/Ministry of Health officials recorded 13,994 cholera cases (including 313 deaths) over the first four months of the year; Equateur has been the most affected province, but cholera cases could spike in North Kivu due to new population displacements and lack of humanitarian access. According Radio Okapi, 227 Congolese nationals were expelled from Angola over the past weekend.   "
17-May-12,West Africa,"  An extraordinary high-level ECOWAS session is to be held this coming Saturday in ABIDJAN to assess the security situation in Guinea-Bissau and Mali. President Ouattara, in his ECOWAS capacity, met with Mali’s interim leader Dioncounda Traoré in ABIDJAN yesterday. Separately, Amnesty International advocates yesterday accused insurgents in northern Mali of serious rights abuses against civilians. In Guinea-Bissau, media reported that Rui Duarte Barros (PRS) was named interim prime minister yesterday.   "
17-May-12,UNMIL,"  Proposed legislation on decentralization continues to be discussed in different fora, most recently yesterday in a seminar organized by the National Democratic Institute (NDI) for Liberian lawmakers. Yesterday also saw inmates of the Kakata prison centre (Margibi county) protest delayed court proceedings; no injuries or damages were reported.   "
